nama;noreg
Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0039
Customized 25G SFP28 1310nm 40km DOM Duplex LC SMF Optical Transceiver Module Device Number:Edge-Core Compatible Brands:Others L;B2WN0286876MA0029
Customized 25GBASE-LR SFP28 1310nm 10km DOM Duplex LC SMF Optical Transceiver Module Device Number:Edge-Core Compatible Brands:O;B2WN0286871MA0047
Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0059
Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0318
Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0157
Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0146
Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0320
Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0166
Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0140
Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0144
400GBPS QSFP-DD,  ER;B2WN13A0089MA0009
400GBPS QSFP-DD,  ER;B2WN13A0089MA0011
QSFP28 100G 1295~1310nm 40KM LC;B2WN00A0149MA0021
QSFP28 100G 1295~1310nm 40KM LC;B2WN00A0149MA0019
400GBPS QSFP-DD,  ER;B2WN13A0089MA0003
400GBPS QSFP-DD,  ER;B2WN13A0089MA0002
6C-QSFP+-ER4 40G  1270~1330nm 40KM (brand : 6Com);B2WN00A0004MA0005
QSFP28 100G 1295~1310nm 40KM LC;B2WN00A0149MA0018
400GBPS QSFP-DD,  ER;B2WN13A0089MA0007
400GBPS QSFP-DD,  ER;B2WN13A0089MA0014
Edge-Core ET7402-LR4 Compatible 100GBASE-LR4 QSFP28 1310nm 10km DOM Duplex LC SMF Optical Transceiver Module;B2WN0286734MA0081
400G QSFP-DD Transceiver,400G-FR4,Duplex LC,2km Duplex SMF;B2WN13A0090MA0071
SFP 1.25G 850nm 550M DDM LC;B2WN0286922MA0236
10GBASE ZR SFP + 1510nm 80km Edge-Core Compatible;B2WN00A0130MA0030
Optical Transceiver(eSFP,1310nm,1.25Gb/s,-5~0dBm,-23dBm,LC,SM,40km);B2WN00A0014MA0384
Optical Transceiver(SFP+,1550nm,9.953~10.3125Gb/s,0~4dBm,-24dBm,LC,SM,80km);B2WN00A0012MA0005
1.25 Gbit/s, 550m, dual-fiber, multi-mode, DDM, RoHS, commercial, USFP transceiver module;B2WN0286127MA1250
Optical Transceiver(eSFP,1310nm,1.25Gb/s,-5~0dBm,-23dBm,LC,SM,40km);B2WN00A0014MA0383
SFP 1.25G 850nm 550M DDM LC;B2WN0286922MA0231
Optical Transceiver(eSFP,1310nm,1.25Gb/s,-5~0dBm,-23dBm,LC,SM,40km);B2WN00A0014MA0381
10GBASE ZR SFP + 1510nm 80km Edge-Core Compatible;B2WN00A0130MA0031
Optical Transceiver(SFP+,1550nm,9.953~10.3125Gb/s,0~4dBm,-24dBm,LC,SM,80km);B2WN00A0012MA0009
Bivocom TG451-LY5DM-W Industrial 4G Router;B2WS0200137MA0329
ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0825B
POWER ADAPTER NCA-1515B 12V=5A;B2WN0286829MA0286B
Modem ORBIT STAR 3 UNLOCK;B2WS00A0001MA0015
Modem ORBIT STAR 3 UNLOCK;B2WS00A0001MA0099
Modem ORBIT STAR 3 UNLOCK;B2WS00A0001MA0052
Adapter VeloCloud Edge 510;B2WN0286917MA0188B
Modem ORBIT STAR 3 UNLOCK;B2WS00A0001MA0034
VMware SD-WAN Edge 510 Appliance, Deployment: Software Orchestrator for 1 year, 3 Year or 5 Year ;B2WN0286916MA0172
5 x GE RJ45 ports (including , 1 x WAN Port, 4 x Internal Ports).;B2WN0286418MA1699
BIDI SFP+ TX1330nm 40KM;B2WN0287059MA0074
BIDI SFP+ TX1270nm 40KM;B2WN0287058MA0054
Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0139
Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0313
10Gbit/s, 40km, 1550nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ optical module.;B2WN0150017MA0265
1GE SFP SX TRANSCEIVER MODULE FOR ALL SYSTEMS WITH SFP AND SFP/SFP+ SLOTS;B2WN0286612MA0015B
Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0048
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0108B
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0472B
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0837B
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0026B
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0487B
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0689B
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0829B
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0672B
802.3at 30W gigabit PoE injector, suitable for all Sundray AP that support POE except S900plus.;B2WS0200100MA0515
802.3at 30W gigabit PoE injector, suitable for all Sundray AP that support POE except S900plus.;B2WS0200100MA0514
Sensor Elevasi dan Azimuth;B2WS0138110MA0018
Sensor Elevasi dan Azimuth;B2WS0138110MA0017
POWER MODULE DPR3000B-48;B3CD0400049MA0066B
ROUTER STARLINK V4;B2WS0138162MA0827B
Standard V4;B2WS0138161MA0698
Standard V4;B2WS0138161MA0685
BIDI SFP+ TX1330nm 40KM;B2WN0287059MA0045
ADAPTOR 12V 1A;B2WN0150153MA2425B
ADAPTOR 12V 1A;B2WN0150153MA2573B
5 x GE RJ45 ports (including , 1 x WAN Port, 4 x Internal Ports).;B2WN0286418MA1680
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0638B
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0800B
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0689B
AC power adapter Versa CSG150 Series;B2WN00A0559MA0017B
"H3C S9850-32H L3 Ethernet Switch with 32 QSFP28 Ports;  2 * 650W AC Power Supply Module (Power Panel Side Intake Airflow);  5 * ";B2WN0287166MA0003
Aruba AP-505 (RW) Unified AP;B2WS05A0075MA0190
HPE Aruba Networking AP-505 (RW) Dual Radio 2x2 802.11ax Internal Antennas Unified Campus AP;B2WS05A0075MA0107
HPE Aruba Networking AP-505 (RW) Dual Radio 2x2 802.11ax Internal Antennas Unified Campus AP;B2WS05A0075MA0068
Aruba AP-505 (RW) Unified AP;B2WS05A0075MA0166
HPE Aruba Networking AP-505 (RW) Dual Radio 2x2 802.11ax Internal Antennas Unified Campus AP;B2WS05A0075MA0134
The SUNDRAY V-Sec Switch, provides 28 ports(24 10/100/1000Base-T POE ports, 4 10G SFP+ optical ports). Support IEEE 802.3af/at p;B2WN0286673MA0105
The SUNDRAY V-Sec Switch, provides 28 ports(24 10/100/1000Base-T POE ports, 4 10G SFP+ optical ports). Support IEEE 802.3af/at p;B2WN0286673MA0102
The SUNDRAY V-Sec Switch, provides 28 ports(24 10/100/1000Base-T POE ports, 4 10G SFP+ optical ports). Support IEEE 802.3af/at p;B2WN0286673MA0107
TA5000 GPON OLT 8X SFP;B2WN02860114A0067
BIDI SFP+ 10G Tx1330nm Rx1270nm 20KM LC;B2WN0287060MA0169
BIDI SFP+ 10G Tx1330nm Rx1270nm 20KM LC;B2WN0287060MA0163
SFP+ 10G 20KM (Tx-1270 / Rx-1330) (Brand : FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0326
ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0399B
BIDI SFP+ TX1330nm 40KM;B2WN0287059MA0043
ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0346B
AC POWER SUPPLY FOR RAX721-C-6C48;B2WN0287105MA0017B
PSU 12V, 3A FOR FORTIGATE 40 F;B2WN0286417MA0068B
10Gbit/s, 10km, 1310nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ optical module.;B2WN0286151MA1247
POWER MODULE DPR3000B-48;B3CD0400049MA0115B
BIDI SFP+ TX1330nm 40KM;B2WN0287059MA0066
SFP+ 10G 20KM (Tx-1270 / Rx-1330) (Brand : FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0327
SFP+ 10G 20KM (Tx-1330 / Rx-1270) (Brand : FS/Qonitech/Atop/3Tech/6Com);B2WN0287060MA0293
SFP+ 10G 20KM (Tx-1270 / Rx-1330) (Brand : FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0260
SFP+ 10G 20KM (Tx-1270 / Rx-1330) (Brand : FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0343
BIDI SFP+ TX1270nm 40KM;B2WN0287058MA0027
BIDI SFP+ TX1270nm 40KM;B2WN0287058MA0068
SFP+ 10G 20KM (Tx-1330 / Rx-1270) (Brand : FS/Qonitech/Atop/3Tech/6Com);B2WN0287060MA0322
POWER MODULE DPR3000B-48;B3CD0400049MA0104B
SFP+ 10G 20KM (Tx-1330 / Rx-1270) (Brand : FS/Qonitech/Atop/3Tech/6Com);B2WN0287060MA0326
Power Supply STARLINK;B2WS0138153MA0101B
